hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
9h,Qs,4c,6s,Js,2c,Th,0.531,0.184
4d,3h,8h,Ks,3d,Jh,5c,0.3655,0.462
8h,Ks,7d,4c,Kh,8s,8c,0.547,0.9985
Ts,3h,Kh,Ah,Tc,Th,6s,0.411,0.9105
Jd,3h,9c,7h,Qs,4d,8d,0.4145,0.1325
3h,Qc,3d,Th,9c,5s,7s,0.4675,0.4165
Qc,4h,3c,9s,9h,4d,7c,0.502,0.7035
3h,Qh,Jh,9s,6c,Qd,8c,0.5145,0.66
6s,5h,2c,Kc,3s,As,2s,0.3835,0.011
Kd,Th,7h,3c,9d,6h,3s,0.604,0.3485
3d,5c,6s,6h,6c,Jh,4c,0.3615,0.021
9d,Th,Ac,Tc,9s,8h,2s,0.4945,0.9085
Td,3h,Qc,8s,2h,Js,As,0.394,0.2405
9h,9s,6d,9c,2d,Ad,Ac,0.7235,0.983
Qh,Js,8c,5d,2d,7s,Ac,0.567,0.258
7h,Jc,Kd,As,Jd,Ah,Js,0.4845,0.894
4h,8h,Js,7d,6c,Td,Th,0.4465,0.094
Th,8h,4h,9h,Js,6c,Jd,0.5015,0.205
4c,2s,2c,Ad,7d,3c,4d,0.3445,0.709
3s,Td,4s,Js,8s,6d,Qc,0.413,0.139
6h,9d,Qh,Js,3c,2s,8c,0.4565,0.1295
2h,Js,9h,Jc,Ts,5s,7d,0.42,0.656
5s,Ks,Tc,2d,9h,2s,As,0.5695,0.4595
3c,Kd,Tc,Jd,Kc,7d,7h,0.5315,0.7855
Tc,Js,5d,Kh,Ah,5h,7s,0.5425,0.312
Jh,6d,3h,9s,Jd,Kh,Js,0.48,0.946
Js,Jh,Qs,5c,9c,Jc,4h,0.79,0.914
3d,8d,Td,3s,7h,4c,2h,0.3815,0.4985
Js,Ah,6s,9h,9c,9s,5s,0.64,0.5445
3c,5s,Th,Kh,Tc,Ts,8d,0.37,0.1035
8c,6s,3c,6d,4s,Jd,Ac,0.439,0.603
6s,Kh,9d,7d,2d,Kd,8h,0.535,0.4675
Ah,As,3d,4h,Qc,4c,Qh,0.85,0.816
Qh,Js,6s,3d,Qs,3s,2c,0.561,0.8
Tc,Jc,Ks,6c,5h,Ah,3c,0.5905,0.2605
Kh,Jc,3c,4c,2d,2c,Ah,0.5905,0.3875
Tc,Kh,3h,6c,5d,Ac,Jh,0.581,0.37
3d,9s,3s,2c,Qs,Ad,5s,0.384,0.4175
6c,7h,2h,4d,As,3d,4h,0.414,0.005
Qs,8s,9s,Jd,9d,7c,As,0.559,0.331
9s,4s,7h,Jh,9d,Js,5s,0.4315,0.7875
6s,4s,3d,6c,7h,9d,2d,0.426,0.565
3h,Qc,As,Kc,Th,7s,Ad,0.4945,0.437
Tc,Qh,Qs,9h,Th,Td,Kh,0.5405,0.99
Jh,5d,2d,4c,8s,6c,6s,0.472,0.1355
9s,2c,Jc,4c,Jd,Ts,3d,0.363,0.144
Jc,Ad,4s,3c,Kc,Ac,9s,0.6295,0.859
2h,Ts,4h,Td,As,9s,Qs,0.42,0.5715
2d,Qd,9s,7d,7h,6s,8d,0.501,0.106
4d,7d,Qd,9h,3h,Ad,8d,0.416,0.985
8d,5c,6s,5s,Jd,Kh,4s,0.405,0.494
4h,Jd,3c,4s,3s,5c,Ts,0.4715,0.5155
Kh,7c,7s,8h,6d,Qc,2s,0.544,0.6395
9s,7d,7c,Jd,3c,8d,Jh,0.4715,0.6995
Td,7s,3d,Kc,Qd,5h,8c,0.4645,0.199
9s,7c,3d,4h,Ad,Js,9d,0.471,0.5995
6c,Ac,9h,Ks,2s,4h,Th,0.621,0.2865
Kh,As,3d,5d,7c,Ad,Ts,0.652,0.8405
3c,2c,Th,Qd,6s,As,Qs,0.355,0.0295
9h,Ks,Ac,3c,2h,9c,8c,0.564,0.487
5h,3h,8s,Js,Jc,As,Kc,0.366,0.097
2d,Td,7c,2c,2s,3c,Jc,0.4305,0.598
Kc,6s,4c,4s,5d,7c,3s,0.5425,0.889
3h,Ts,As,Kh,Qc,9d,4h,0.425,0.2805
Jc,4h,5h,3s,5d,6c,Ts,0.479,0.132
Kc,3d,3s,7c,5d,4s,9s,0.5245,0.3435
9h,2h,2d,6s,9c,8h,3c,0.431,0.897
Qc,7s,2h,9c,9d,Ts,Ac,0.523,0.3275
2h,7d,5c,7c,6c,5d,2s,0.3425,0.684
4h,4d,Kh,7d,Qc,9h,6h,0.574,0.336
6h,Tc,8c,5d,7s,Js,3s,0.4745,0.0935
Jh,4d,Qs,7h,Th,7d,Jd,0.4705,0.6915
3h,9s,9c,8h,9h,As,Td,0.4065,0.901
8c,7c,9d,Ac,Ad,Ks,3h,0.476,0.1635
6h,Kc,7h,9s,5d,Ts,Qd,0.5375,0.197
7d,5h,2d,6d,2s,9s,Kh,0.3875,0.046
6d,Kd,Qh,4d,Kc,3d,3c,0.574,0.8425
Qd,5s,9c,3c,Kc,Jd,Ks,0.5125,0.3005
6d,4c,6h,Ac,Jd,Ad,5h,0.344,0.71
4h,Jh,Ks,9h,Jc,7s,8d,0.4785,0.591
2c,Jh,6c,2h,3d,2s,Ts,0.4205,0.957
Js,2h,4c,3d,5d,8c,Jh,0.439,0.795
5d,2d,7d,Ah,9s,Th,Qc,0.3855,0.0625
Th,Qh,2h,3c,Kc,Kd,Ah,0.59,0.507
2d,5d,Qc,8h,7d,Kh,8c,0.373,0.061
7c,Jd,5c,6s,4h,Ac,5d,0.4915,0.2045
As,Tc,8h,6d,6h,Jd,Ks,0.613,0.4565
9h,Jh,7h,9s,9d,Js,Ah,0.5525,0.9955
8h,Qc,3s,4c,Td,4s,6h,0.544,0.245
2c,Ah,6c,Th,2s,5s,3d,0.5515,0.3575
8d,6c,9h,7h,7c,8h,Ts,0.42,0.719
Jc,Kh,As,Ac,Js,2h,3d,0.6175,0.8665
3h,Ad,8h,Ac,9d,6c,Qs,0.5635,0.817
Tc,7d,6s,9d,As,Ah,Kh,0.46,0.2515
5c,5d,4h,Kh,3h,Ad,Jd,0.573,0.539
8s,9h,7d,8c,7h,8d,Ac,0.478,0.968
9c,Qs,Kh,Kc,6d,5d,3d,0.544,0.3205
Jc,Jd,7s,2h,5s,Js,8d,0.7635,0.907
Qd,8s,8h,8d,5d,Ts,4d,0.5395,0.9145
Ad,Kc,2s,9d,Jc,Ks,7c,0.659,0.8635
Kc,Td,2d,Tc,Kd,Qh,Qc,0.6295,0.833
6s,5h,Tc,2s,5c,6h,Jd,0.404,0.9155
Tc,Qs,Qc,Kh,6c,Jh,4s,0.5555,0.758
Jd,Ah,Ks,Td,Kc,9c,Qc,0.634,0.9165
Js,2h,Qh,7c,5h,3s,Ad,0.433,0.194
Tc,6d,2d,8c,9d,Qs,8s,0.4535,0.177
9s,Jc,2s,Ks,2d,8c,2h,0.5305,0.3315
Js,9d,Ac,Qh,7c,2s,6c,0.5365,0.2445
3h,Tc,2h,8h,Ac,5c,Qs,0.4275,0.145
2d,2s,9c,2c,8s,Ts,Td,0.508,0.979
5s,4h,Qh,8h,Kc,9d,Ah,0.3935,0.1015
5d,Kd,5s,Js,7h,5c,4c,0.544,0.9305
7h,6h,2c,Js,2d,8d,Jc,0.4545,0.0635
7c,9c,2c,4s,9h,Jc,4c,0.4665,0.964
Kd,7s,4s,9c,8h,4c,Jc,0.5815,0.2815
4h,Ks,7s,Ts,Jd,4s,Jc,0.4895,0.5745
Qs,9s,Kc,8d,As,4d,Qh,0.5905,0.6705
4d,8c,5h,Jc,6d,Qd,2d,0.401,0.041
7c,3s,Ts,As,Th,9s,5d,0.3545,0.0885
8s,9h,5h,2h,4d,3h,Qc,0.478,0.0275
4d,2s,9s,2c,Tc,6h,9c,0.3325,0.5155
Ac,Jd,8s,6h,4d,6s,4h,0.6205,0.603
9s,7d,4s,9h,3d,4d,Tc,0.46,0.7235
Ad,5c,Ah,Kc,Tc,9h,2d,0.5675,0.846
6c,Ts,5s,Jc,Kh,4h,2c,0.4215,0.1425
6c,6d,Td,7s,As,Ac,6h,0.6665,0.983
5d,Jc,5c,Td,9d,Jd,7s,0.489,0.7555
Tc,2d,Ah,Ts,Qd,4s,9s,0.4145,0.6205
4h,9h,2h,3h,7s,4d,Jc,0.432,0.61
8h,Ah,Js,8d,7s,Kh,Td,0.578,0.4685
Th,Jd,8d,8s,Ts,Tc,Ad,0.5395,0.971
4d,8h,2s,Ac,Jd,Ts,6h,0.3965,0.1005
3s,Jd,5s,7h,6h,9c,9d,0.438,0.0895
9c,3s,7s,Ts,6c,9h,7d,0.38,0.543
9h,Qh,Ts,6h,3s,Ac,5s,0.5675,0.2315
Ah,6s,7d,As,Jh,Ac,7s,0.552,0.978
4h,Qc,6h,Jd,6d,6c,9c,0.4575,0.3475
8h,4c,2d,5h,9c,Qs,Ad,0.3915,0.0735
5d,8h,Ts,3s,9c,5h,7d,0.4245,0.482
3s,Qc,9c,2d,Kd,7c,Td,0.4965,0.1895
2s,Ts,Jc,As,Js,4s,7h,0.444,0.952
7h,Jc,Qs,9d,As,5h,Jd,0.5185,0.6335
Ad,Kc,4h,Ts,5d,Ah,6h,0.6515,0.7905
7d,3s,Jh,8d,Kc,5s,7h,0.3475,0.488
7d,5c,2s,8d,7s,Qs,4s,0.413,0.3965
2c,3h,6c,5c,4c,As,Ac,0.307,0.657
8c,Ts,8d,8s,Th,Kc,9c,0.496,0.9855
Ks,Ah,8s,Jc,9s,Ac,7c,0.658,0.68
4h,Qd,5s,7d,9c,Kd,6s,0.5065,0.155
2d,8s,Jc,3c,Qs,Qd,Kh,0.3545,0.166
9c,5s,Th,8d,6c,4d,Tc,0.427,0.091
4d,8s,6d,9s,3d,6h,Qd,0.4065,0.0985
3c,7h,6h,9h,Ad,8s,Tc,0.3595,0.923
Qs,3s,6s,8s,Jc,7s,4d,0.48,0.982
Ah,3s,Jc,As,2h,Ad,9h,0.5645,0.9565
5c,4h,2h,2d,Kd,4d,8h,0.4,0.5275
7c,Qd,4d,2c,2h,6d,7s,0.505,0.807
5h,7h,5s,4c,Jh,Ad,4h,0.4265,0.581
Jd,8d,As,7h,5c,9d,3s,0.5515,0.141
8c,Td,3s,2d,Qh,Jh,5s,0.5055,0.146
9s,Ts,3d,8s,4h,7c,Ac,0.535,0.0775
Jc,Qh,6h,Qs,3d,6s,9c,0.59,0.8715
3s,As,8h,Jd,7d,2c,4d,0.601,0.2785
Qc,3c,3d,Th,5d,Jc,8h,0.4975,0.4515
Kd,Jc,9d,4d,6h,Th,Ac,0.6075,0.3775
Kh,5c,Ad,8h,5h,As,Jh,0.5085,0.621
Ac,Qd,6c,8h,6h,8d,5c,0.6435,0.7005
2c,Ac,Ts,Ah,Kc,Qd,2h,0.5785,0.8045
3c,6c,Tc,4c,Kh,Ac,8h,0.3755,0.97
2c,Tc,As,4d,2h,2d,8d,0.4435,0.904
Jc,2c,Ad,5d,9s,6c,Ac,0.471,0.215
Th,Ts,4h,9s,5s,6c,Kc,0.7445,0.739
7h,2d,Qs,Tc,5c,8c,2h,0.3325,0.3835
Qs,7c,9c,6h,2d,6s,Jc,0.536,0.266
9s,Js,8d,4d,3h,Ts,2h,0.545,0.1265
Js,9c,6c,3c,Qh,4c,Jh,0.563,0.7375
7d,5c,Ac,6c,Th,Qd,3h,0.3735,0.057
7h,4s,Qc,Ts,As,6s,5d,0.412,0.0495
3c,7s,5c,9h,Ad,Ts,Jc,0.373,0.1085
9s,Qh,3s,Jd,8c,4s,7c,0.5365,0.1305
4c,Ad,4d,Kh,4s,9c,Jd,0.5635,0.959
5s,Jh,7h,Qd,9c,Ts,Ac,0.501,0.2405
3s,Qs,Qd,Jc,Kc,Qc,4c,0.4985,0.564
4c,Jh,5h,6d,Kd,9d,6s,0.455,0.215
2s,7c,7d,4s,3d,2h,Ah,0.3545,0.7795
3d,Kd,3s,9s,9h,Th,3h,0.554,0.892
Jc,Jh,Ad,2c,6h,7h,2s,0.762,0.756
8d,5d,8s,Ah,Kd,Jh,6c,0.477,0.5505
4h,3d,3c,6c,5h,Kc,5s,0.3475,0.4975
9c,Ad,Js,Qs,9d,4c,Kc,0.6055,0.4585
Ad,Tc,5h,Td,9s,Jd,9d,0.6345,0.688
6c,7c,Kc,Jd,Td,8h,2h,0.4685,0.1055
Ad,9d,Ks,3c,8h,2d,3h,0.6325,0.486
Jd,7c,Qs,Th,7h,Ah,Kc,0.4805,0.8915
5c,Kc,Ah,Ts,6s,Ad,2s,0.587,0.399
2d,4s,3h,Ts,Qd,7c,8h,0.3325,0.0055
5d,3h,8d,5h,7h,4h,Js,0.343,0.3815
4d,Jd,8s,7s,5h,8d,6d,0.486,0.737
7d,6h,Td,2h,Js,5d,Kd,0.4305,0.0705
7h,4d,Ts,Qh,3h,Th,4s,0.375,0.654
9c,6h,Jh,8d,Ts,7d,5d,0.424,0.893
7c,Kd,Js,Qh,8c,Tc,2c,0.567,0.1795
Th,Jh,Kd,Qd,7h,8s,5d,0.5495,0.2435
Kd,5c,Qh,8h,4d,6d,7s,0.5315,0.9265
5c,2s,7d,9c,Ac,7s,7c,0.343,0.1005
8s,Jd,9s,9c,Tc,4h,3s,0.524,0.194
Jd,7h,5s,9d,9h,Th,9s,0.4815,0.24
7d,5d,5s,3d,5c,9s,Qs,0.4245,0.912
7d,7c,3c,3h,4c,Js,3d,0.643,0.76
Kh,2s,Ac,3c,8h,Qc,9d,0.4935,0.301
Kh,Td,Ts,8h,9d,6c,Kc,0.587,0.7935
2h,Kd,8h,Th,4s,2c,7s,0.518,0.3995
3c,Td,4s,2c,6c,9d,5h,0.43,0.9095
2h,4c,6h,Jh,4s,Ts,3d,0.3085,0.5275
5d,Qc,8d,Jc,Td,Jh,Ac,0.499,0.3285
Qc,8h,3h,Kh,2c,4c,5c,0.552,0.159
Qs,4h,Td,Qh,6c,Ts,7s,0.4765,0.814
Kh,Qc,5s,Qs,3d,5h,Ah,0.6265,0.7075
Kh,7h,9s,4c,4s,Ks,Th,0.5875,0.7695
4s,Js,2h,Kd,6h,Jc,8s,0.4905,0.748
8c,5c,9s,6s,4h,Js,2c,0.449,0.042
Js,Qh,Ah,5c,As,4s,2s,0.5985,0.277
4c,Jd,4s,Qs,9d,8h,6s,0.4385,0.4105
7c,8h,6d,3d,Jh,Kd,8c,0.4615,0.608
Td,9c,3d,4s,5h,4d,Th,0.506,0.7765
Tc,Jc,Ts,Js,7c,Ac,Ad,0.5755,0.824
8h,Ks,8c,6c,3c,4c,7d,0.5715,0.3945
Ad,2h,5c,6s,Qd,Jh,4d,0.544,0.294
6s,9c,5c,Qc,Js,Jh,Th,0.483,0.245
Js,Ac,Td,7h,9h,9s,6d,0.6265,0.349
Js,7h,Th,6c,Ad,Jc,5h,0.4655,0.7695
Ks,9d,4s,5s,Ah,Jc,Ac,0.573,0.4415
7d,8s,7s,2s,Ts,Js,5c,0.437,0.824
Ks,Tc,7s,9c,7h,8c,2c,0.5915,0.3195
Qc,Qd,5h,4d,6c,Ac,4s,0.811,0.7495
Qs,8h,2d,8c,Kd,7h,4h,0.545,0.7605
Ts,6h,Th,7h,3d,7d,4h,0.484,0.7705
7s,Ad,9d,Jh,8d,4c,Tc,0.6315,0.7705
5c,8h,9d,Kc,Td,6h,Th,0.4355,0.167
Tc,6c,8h,4h,Ac,Qh,Th,0.5075,0.375
7h,Qs,6h,Th,4c,Tc,Jh,0.52,0.2525
Qs,5s,6s,6d,4c,8h,3d,0.534,0.2215
4s,Js,Jd,Ah,Ac,9h,2s,0.4905,0.8405
9h,8d,Jh,6h,6d,5s,4h,0.498,0.0765
5h,8d,6c,Th,Jd,7c,Kh,0.3895,0.105
6h,9s,Th,4c,9d,Tc,8h,0.456,0.784
7d,2s,4d,8h,Kc,3s,6d,0.3705,0.005
Ah,Jc,Jh,Qd,3h,8d,3s,0.627,0.763
8d,9c,9d,6c,7c,8s,Qd,0.4855,0.6255
2s,Kc,6h,Qc,4c,Jh,6s,0.5005,0.357
Ks,8h,Kc,9d,7c,6d,Qh,0.536,0.8525
3d,Qs,2d,9c,4d,2h,6h,0.454,0.2175
Qc,Kc,7c,Td,6s,5s,7h,0.6455,0.3605
8s,2c,7d,3h,Th,4d,5d,0.377,0.0045
Qc,4d,8h,2s,2h,Qs,5s,0.512,0.771
Qs,6d,5h,4h,9s,6h,Qc,0.5105,0.8835
Tc,Qs,Kc,Qh,7c,Qd,Qc,0.58,1.0
Qs,4d,3d,Js,Jd,6s,Jc,0.4755,0.33
Jd,9c,Js,Tc,5d,6s,Jh,0.5135,0.975
4h,6s,Js,6h,Ts,2c,9h,0.391,0.4955
Qd,6h,Ad,Jh,5d,4d,9h,0.494,0.2185
9h,Tc,Qh,9s,3c,8h,Ks,0.5135,0.663
Js,Kd,7s,8d,4h,5c,2c,0.6055,0.1855
Ah,7d,Qh,3d,As,2s,6s,0.575,0.805
5s,4h,4d,2d,6d,4c,9s,0.414,0.8775
Th,4h,6s,8h,Qh,4s,3c,0.478,0.531
5h,Tc,8s,3c,4c,Ts,Ac,0.439,0.6935
Js,4h,Ah,2s,Qc,Ks,As,0.4785,0.414
Ah,7h,Js,Td,Qh,6c,5d,0.587,0.315
Ts,8d,Kh,8h,7d,9c,Js,0.5095,0.928
8c,Tc,8d,Qh,Jh,Ah,Jd,0.5265,0.55
Kd,9c,Qd,8h,4h,Ac,Ks,0.6005,0.7975
4s,Qc,4h,4d,6s,2c,8d,0.5005,0.932
4s,5c,Ks,Ad,7h,Qh,3c,0.4105,0.0235
Js,4c,2d,6c,6h,Ac,9d,0.459,0.252
Qd,Qs,9d,As,Kd,6s,8c,0.782,0.69
6h,5c,7c,2c,Jh,Th,6d,0.375,0.5105
9h,5h,Td,9c,As,Kh,7h,0.477,0.5575
3d,Qh,Qc,Jc,5d,8h,Jd,0.481,0.81
3h,Ah,6s,Kd,7c,3d,Js,0.567,0.463
Qh,2d,Qs,Kh,9d,9c,2h,0.4955,0.742
3h,9s,Ts,Jc,Ks,2c,8d,0.399,0.153
2s,Ts,3h,8s,Js,2c,Qc,0.4645,0.495
7s,Ts,8h,2h,7d,5d,Tc,0.4975,0.9355
7d,9h,Js,3d,Ah,2d,Kc,0.4705,0.156
7h,2d,3d,Js,9h,3h,8c,0.32,0.0675
Qs,4d,2c,4h,9d,6d,Ad,0.5005,0.5165
Qs,6h,4c,9c,Ts,Kh,8c,0.5155,0.2005
5d,3h,5h,8d,Kc,5c,Ks,0.3595,0.8865
8s,6s,Kd,4c,4d,Ac,9s,0.49,0.106
Qc,9h,2d,9s,4h,Ks,2c,0.529,0.734
7c,6s,Qc,7s,8h,Qs,2h,0.4435,0.7045
Jh,8d,Qc,9d,7c,2h,Ks,0.5345,0.268
As,Qh,Kh,8s,5s,2s,7c,0.635,0.3365
8s,6h,As,5c,Qs,9h,8c,0.4215,0.5555
4h,6d,5h,Jc,Td,7s,4d,0.379,0.4065
9c,6d,Tc,Jh,9d,3s,Kc,0.448,0.437
8h,6s,Ac,5d,Td,8c,6h,0.451,0.903
7h,Kc,Ad,6c,Jh,Qh,Ac,0.5665,0.4315
6c,2s,7d,7c,5c,8c,7s,0.32,0.044
Ks,Jh,5s,6h,6s,Td,Qs,0.6015,0.3605
2c,Th,Qs,As,Ad,9h,Js,0.403,0.3225
Jd,Js,Jh,Kd,Qh,4c,5s,0.7655,0.951
7d,5s,5h,As,5c,9s,9c,0.404,0.8895
6c,7c,Ac,6s,5d,Ts,Td,0.4565,0.7245
Ah,Jc,Qc,3s,5c,9h,6s,0.6345,0.3355
7c,Kh,Ah,4h,Kd,7s,Ks,0.5765,0.998
8d,3h,2d,2h,5s,As,6d,0.3475,0.0315
Js,Qc,6c,6h,6d,8d,3d,0.58,0.37
Ts,7s,Js,Qs,2s,2d,Qd,0.512,0.822
2c,3d,Ks,2d,8h,5h,4s,0.319,0.3935
3d,Jd,7c,5h,Ah,3c,2h,0.493,0.3955
4d,2s,Qh,7s,Ad,Qc,7d,0.3335,0.337
Ad,Ks,5s,9d,As,9h,6c,0.629,0.888
Ah,Qd,6h,8s,9c,Qh,5h,0.6565,0.696
9h,6h,4d,Qs,Ac,3h,Js,0.4845,0.157
Tc,8d,7h,8c,4h,5d,3s,0.51,0.6305
5c,Ts,2h,As,Jh,Kh,5s,0.4365,0.5025
2s,4s,8d,Ah,Qh,5h,Kd,0.376,0.013
Kh,7s,Ts,5d,3h,Ah,Qd,0.5515,0.3325
Tc,4h,Jh,Kc,8d,7s,9c,0.461,0.9275
Qh,Jc,6h,5s,Js,2c,9d,0.569,0.8355
Js,Jh,2h,6d,7d,9s,4c,0.7775,0.8275
Js,Th,8s,8d,Jd,3h,4s,0.5695,0.854
Ts,Qc,Th,9s,Ah,5h,Jc,0.5775,0.633
Kd,3h,9c,5d,Js,Td,7d,0.5105,0.1575
Jd,8h,Td,Kd,5h,Ts,3s,0.5245,0.2575
5h,4s,Ks,Td,Js,4c,Kd,0.3765,0.5635
8d,9d,6c,Ac,5d,8s,4s,0.4815,0.5885
3h,8h,7h,9d,8c,Qc,Kd,0.4125,0.5115
7c,6d,Kh,8d,4h,9c,Tc,0.4315,0.958
9d,4d,Qh,Ac,7h,Tc,2d,0.4295,0.171
2d,8h,6d,2s,Ks,Td,4c,0.3525,0.4495
Qs,6h,2s,5h,5d,8c,4h,0.515,0.2155
3d,Ac,6s,7h,As,4s,Qd,0.555,0.7835
9h,2h,6d,7d,4d,Jc,2s,0.444,0.413
3c,Kh,As,Ts,7h,4d,Ah,0.5205,0.4595
4c,Th,Ah,2d,8h,Td,Ks,0.43,0.643
4s,Qh,Kc,8d,4d,5d,6s,0.512,0.3285
4c,Qs,8h,2c,Kc,Qd,Ts,0.4865,0.7375
3d,2c,7h,9s,5c,2h,Ad,0.3225,0.422
9s,8h,8s,2h,7d,3d,4c,0.475,0.792
Qc,6h,Kd,Tc,Ah,3h,8c,0.506,0.3315
2h,3d,As,7d,Ks,5h,8s,0.325,0.015
2d,Qc,Qd,Kc,9s,Tc,Td,0.475,0.579
3d,Th,Ad,Ts,3s,Qh,Jd,0.416,0.727
3c,Th,Ts,4s,As,7d,2s,0.4135,0.439
4s,9c,9h,Ac,Jc,2h,8c,0.3825,0.603
Ad,7h,8s,8h,Ks,2s,6c,0.605,0.458
Tc,6d,8h,5d,2s,Kh,Ts,0.4675,0.7295
Ac,2s,5c,Jc,Qh,4s,Jd,0.5355,0.425
5s,Ks,3c,Th,Qs,Ts,Ad,0.537,0.4825
3s,Jh,6s,9d,Jd,Ts,9c,0.4685,0.775
2d,Td,Kc,7h,9c,5s,Qd,0.472,0.1335
2s,2d,2c,4s,5s,Ad,Jh,0.5015,0.842
2h,7c,5c,4c,5h,Jc,5s,0.34,0.053
Td,3c,Ad,8c,7d,2c,4h,0.402,0.065
Ad,7d,7h,Qc,8s,4h,Kd,0.605,0.5905
Qs,Jc,6s,2h,Qc,4s,5d,0.576,0.6995
3c,2s,Ks,5h,5s,8c,4c,0.3175,0.006
Qh,2h,Ah,8c,6h,Jc,9c,0.495,0.221
4s,7d,5c,Qs,Kh,6h,Jd,0.3885,0.053
Th,9h,Qc,2d,7h,9d,5d,0.528,0.7085
2h,8c,5s,Kd,6s,5c,9s,0.36,0.106
8s,6s,6c,Qh,6d,9s,Jh,0.45,0.9425
Ks,7s,Ts,9s,8c,5d,8d,0.5705,0.309
Kd,Ad,6c,6s,9c,Jh,Kh,0.664,0.881
Ks,Tc,Qd,5d,5h,9d,4h,0.607,0.362
9c,2s,9d,5d,Js,7c,8c,0.395,0.453
6d,4d,8h,Jc,5c,Td,3h,0.4155,0.024
4s,2d,4c,6c,Td,5h,Qc,0.333,0.375
2h,3d,6c,9d,8s,Js,Th,0.318,0.027
Tc,9h,2d,7s,Qc,3s,3c,0.4945,0.206
Kh,7s,Td,6s,8c,9d,4c,0.57,0.9115
6h,4d,9c,8c,3s,Kd,Th,0.3785,0.067
5h,Ac,5s,3s,Th,Qc,Kc,0.574,0.555
7d,Jd,Qc,Ad,Qh,6c,9d,0.5405,0.3335
6s,Kc,3s,2h,Ts,6h,Tc,0.5265,0.821
7s,Js,8c,4c,Td,3c,9d,0.5005,0.9265
Kh,Th,Td,6s,Tc,Ad,7h,0.61,0.961
3c,4d,Th,7d,Jh,Jd,9c,0.36,0.063
Js,Ts,Ac,4h,3s,Td,2s,0.5845,0.6
3c,8d,Qd,3h,5d,5h,3d,0.3735,0.8965
6c,8s,Js,4d,Jc,Qd,7h,0.4515,0.0945
Ah,3c,6s,As,Ad,Kc,Td,0.562,0.9505
2h,6h,Qd,Qs,Kh,2d,3c,0.37,0.572
5d,9d,Ts,2d,Kc,8c,3d,0.436,0.0945
9c,8s,Th,Ts,Qc,3h,2h,0.4625,0.203
Js,Qs,As,4h,9d,Ac,5d,0.616,0.3695
6s,Kd,7c,4c,Qh,Kh,4d,0.578,0.863
9h,7s,4c,8d,Qc,Jh,7c,0.4805,0.538
Ks,4d,4s,9s,8d,9d,Js,0.5345,0.5875
Tc,Ac,Jh,4d,Qc,6h,9c,0.65,0.3635
Kd,Td,2h,Qh,Kc,Ah,Js,0.609,0.892
7c,8c,8h,7h,3h,5d,Qh,0.471,0.5615
5d,Ks,7h,3d,Qc,5h,Tc,0.521,0.6045
Js,4h,9h,9d,5c,8s,Qd,0.4645,0.2505
Td,5s,3h,4s,9c,5h,Qc,0.4265,0.5855
As,Tc,Qc,Qs,Ah,3d,4d,0.634,0.873
Jc,3c,3d,Qc,7s,9d,5s,0.492,0.4145
3s,9h,8c,Jh,Kc,3d,3h,0.409,0.959
Qd,6d,4c,7s,8h,Qc,Ac,0.553,0.7065
3c,9h,Ts,9s,5c,Td,Jc,0.3735,0.6665
8d,Ah,8c,Kh,7h,Kd,4h,0.6075,0.8275
Jh,As,4d,6d,Ts,4c,9h,0.619,0.471
4h,9c,Kh,Td,8s,3h,6h,0.406,0.0805
4d,9c,5c,6h,Qs,Kd,7d,0.3935,0.079
4s,5d,9c,7h,7c,8c,9d,0.3895,0.068
7c,Qs,2d,9h,Td,7d,Js,0.533,0.4175
Th,5d,5s,4c,Ts,7h,Jh,0.4345,0.9175
7h,7d,6c,Js,5h,Kh,9d,0.682,0.573
2c,3h,8d,2d,Kh,5s,4c,0.313,0.401
Ac,Jc,Kd,Jd,8c,6d,3c,0.634,0.741
Kc,6h,Jc,As,2d,5d,2h,0.528,0.458
7d,4c,Jc,9h,2s,9c,2c,0.379,0.1315
Th,6h,Qc,3c,6s,Tc,Jh,0.482,0.8535
2s,9h,8s,As,Ah,4d,3s,0.3775,0.087
5d,2d,Kh,Qd,Qh,4c,Ah,0.3745,0.022
6d,3s,Kd,Tc,7h,Ad,2s,0.363,0.057
Ts,8h,2h,6s,5c,Jd,Qc,0.5125,0.169
2h,5d,4d,9c,5h,4s,Ts,0.3475,0.556
8h,3d,As,Ah,6d,9c,Th,0.358,0.1805
4c,Qc,As,5c,Qs,6s,8c,0.5135,0.687
Kh,Kd,9s,5c,8d,5d,2s,0.827,0.873
Kc,2d,5c,Qs,8h,9c,Ac,0.4865,0.2665
8d,6h,Ks,Jc,2d,8s,3c,0.428,0.6535
4h,Js,5s,9d,6s,7d,Kd,0.4485,0.0705
5c,Th,2d,6s,3c,Jh,5h,0.453,0.5515
6c,Ad,Qh,Tc,Kd,8s,Kh,0.5755,0.446
Qs,2c,8d,9s,6h,Th,Ac,0.4525,0.178
3h,Qh,5c,7h,9s,Jc,5d,0.4935,0.2255
Js,9s,Jh,Th,3c,Ad,Jc,0.583,0.9455
Tc,Ah,As,Ts,5c,Qd,5h,0.6345,0.877
9c,8s,Tc,Jh,2d,5s,Jd,0.4455,0.197
3c,5s,Jh,Ts,Ad,7d,Qs,0.348,0.062
