hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
9d,Ac,3s,Td,5c,3h,Qh,0.6051,0.4612
7d,Td,Jh,Js,8h,9h,Qs,0.5058,0.8609
Jc,8h,Ks,7d,9h,7h,9s,0.5105,0.2767
9s,Qd,Jc,8c,2s,2h,Qc,0.5541,0.789
4s,9h,6s,Qh,Ah,4h,6h,0.4078,0.8443
2c,8d,2d,3c,Kd,5h,Ad,0.3802,0.3144
6h,2h,Th,Ad,Jd,8h,7h,0.3705,0.9745
Td,6s,Tc,3s,5d,Ks,9d,0.4541,0.7373
3c,4h,8s,6s,3h,8c,Ad,0.3542,0.5923
3d,Qs,Qc,7d,7c,7h,Ad,0.4839,0.7782
9d,9c,4h,Qd,7h,Ac,6c,0.7237,0.6639
8s,Qh,2h,As,Js,Qc,4d,0.5331,0.7551
8d,6s,7h,4d,3s,Tc,7d,0.4355,0.0566
8c,9s,9h,9c,Kd,As,6d,0.4773,0.9635
7s,5h,Jh,8s,9c,3c,Kh,0.4101,0.11
Qd,Kh,Tc,8d,2c,9s,Qh,0.6101,0.7071
4s,Th,Qs,5s,8d,2s,8c,0.441,0.149
Qs,Ts,9d,As,Td,6s,2s,0.5991,0.9922
8s,2c,9d,2d,As,5c,4h,0.3674,0.3345
Ac,3d,Ad,Kh,Jc,6s,6c,0.5659,0.8367
3s,6c,9c,Ah,5s,2s,7h,0.3609,0.0098
8s,Kd,3s,4d,2c,Ah,Th,0.5627,0.2482
6h,Ks,Jd,Kh,9s,4s,8s,0.538,0.7947
3d,2c,2d,3c,Ah,Ac,Tc,0.3203,0.6341
Jd,9d,6d,2c,7d,2s,6s,0.5611,0.2573
7d,Ts,5c,6c,7h,Kd,7c,0.4839,0.8718
Jc,Ts,3h,Ac,Kc,4s,Ks,0.5562,0.382
As,6s,9c,5c,Ts,3s,Ad,0.6,0.8464
5c,6h,Ts,Jh,5s,Jd,Kd,0.398,0.566
Kc,9d,Js,3s,9h,4d,4h,0.5757,0.7564
5h,9s,5d,Th,Jd,As,6c,0.4296,0.4544
8h,6h,2s,Kh,As,8s,4h,0.4592,0.6018
5s,Th,As,8d,Kc,8c,7s,0.4502,0.261
Js,Ad,2d,4c,6d,4s,5c,0.6269,0.3598
3s,9h,2s,Ts,9d,6s,5s,0.3935,0.6745
8h,As,7c,Ah,Qc,7s,4d,0.6001,0.8585
6h,Js,3s,Kc,Ac,6d,Kd,0.4837,0.7195
8c,3h,4s,8h,7h,Qd,5h,0.3807,0.5522
8s,Kd,4h,9s,As,Jh,Kc,0.5658,0.7547
8s,9s,Jd,3h,8h,3s,Js,0.5109,0.769
Ts,8c,4d,9h,Qc,5h,3c,0.5018,0.0988
Js,Td,Qh,2d,4s,Jh,2c,0.556,0.7208
2c,Kd,Ts,4s,Qs,9h,3s,0.5071,0.115
5s,Qc,4s,7c,Ah,Kc,3s,0.5044,0.3035
9d,Jh,Tc,6h,Kh,Qd,Ad,0.5343,0.9355
Qd,5d,5s,3h,7h,2h,5c,0.5283,0.9054
Jh,9c,9d,6c,3d,Ks,4d,0.5342,0.7105
9h,Jd,3c,2s,6c,9s,Jh,0.5329,0.9709
Jd,5c,7c,4s,7d,9s,8c,0.4785,0.1377
Tc,Js,Kc,7d,8d,Ks,3h,0.5557,0.2892
Ah,As,5d,Ts,6h,3h,2s,0.8532,0.7211
3h,Js,Qd,4d,3d,6d,Jd,0.4539,0.3538
2s,4d,Td,6d,3h,4c,9s,0.3275,0.4798
8c,2h,Td,5h,Th,Qc,9d,0.3673,0.1593
6h,Kc,6d,8c,Kd,5s,9s,0.5426,0.8085
Tc,6s,2s,2c,8s,Ks,5s,0.4549,0.7166
6s,3d,5c,Qs,8d,Kh,Th,0.3564,0.0537
Kd,3s,9h,5c,Qs,7d,9d,0.5194,0.3256
7d,As,6h,2c,4h,8c,5h,0.587,0.8859
5d,3s,5s,Kh,3d,6c,9c,0.3654,0.8718
8d,Ks,Ts,Kc,2c,9c,6s,0.5609,0.8101
6c,7h,3s,8s,Ah,7d,8h,0.4174,0.7148
6h,4h,Td,Kh,5s,2h,Jh,0.4095,0.9709
6s,3d,2h,6d,As,Ts,Ks,0.3543,0.4999
5d,8s,Ah,Th,6s,Qs,Tc,0.4148,0.1705
3h,Jd,Qd,Qc,Ah,As,Tc,0.4483,0.6063
Qh,7s,Ts,7c,7d,Kc,2s,0.5111,0.9762
4s,9h,Kh,5s,6h,Jh,9s,0.4047,0.5768
4d,4c,2c,4s,3d,Jd,8c,0.5666,0.9632
7s,Kc,9h,4c,5h,Js,8c,0.5493,0.2221
2c,9c,4h,6s,6d,4s,Kd,0.424,0.2662
5s,3c,3h,Jc,4d,Qc,2h,0.3629,0.4934
5s,Qd,8s,6h,Td,7s,9s,0.4938,0.3996
5c,Qs,Jd,Js,Tc,4h,7c,0.5018,0.2296
6h,5d,8d,6s,Js,2c,Kc,0.4041,0.5538
4s,Qd,3s,Qs,Kh,5s,8c,0.4909,0.7252
6d,Qs,2s,Jd,Qc,Ah,Qd,0.5044,0.9456
5c,7d,4h,9h,9c,Qc,Js,0.4012,0.1127
Td,7c,Ks,Qd,9d,Kh,Kd,0.476,0.3389
Ac,Kc,Jd,Ks,Jc,8d,6d,0.6679,0.8574
9h,Ac,7d,3c,5h,2c,4d,0.6136,0.7702
Qh,Qc,3h,Kh,4d,7c,Jc,0.8013,0.7851
Kc,4c,8c,3c,Jh,4d,2c,0.5465,0.9928
8c,6d,Jd,4d,Th,Ac,8h,0.4279,0.5133
2s,Kc,5c,Ah,9h,6h,3h,0.507,0.1612
7s,Qh,Kd,Ts,Js,5c,Tc,0.5225,0.344
Ks,Qh,2c,6s,Qc,5c,6c,0.61,0.5549
Ks,Jh,7d,Tc,Th,9c,4d,0.5984,0.3557
2s,4d,6c,Jh,8s,4h,Qh,0.3339,0.4037
3c,Ac,6s,Th,2c,6d,Ah,0.5848,0.8535
9h,3d,3h,5d,Kh,Qd,5h,0.3988,0.5476
Qs,Qh,Js,Ac,7h,8d,4h,0.8001,0.7703
3s,5d,8c,4s,Tc,Ac,Ts,0.3624,0.0223
3h,2h,2s,As,6s,9s,Qc,0.3643,0.2478
4h,Jc,Ah,3s,9h,7c,2s,0.4625,0.1353
3c,8h,7c,Ts,3h,Kd,6s,0.3634,0.4329
Ah,Ts,5d,As,3s,Qd,6d,0.6288,0.8196
Qd,Th,4d,Jc,9h,8d,Tc,0.5739,0.9276
Jh,8s,7s,4c,2h,6d,4s,0.511,0.1511
Kh,Kc,4h,Jh,Qd,Jd,3d,0.8324,0.8525
Qd,2s,8d,3h,Qs,9s,Ts,0.4719,0.6476
5d,Jh,3d,5h,Kd,4d,Qd,0.4669,0.7109
2d,7c,Jc,7d,Th,4h,Kc,0.3422,0.517
Qh,Qd,Th,9c,2s,5c,2c,0.801,0.8448
Kh,9d,4d,Jc,5h,4s,6d,0.5777,0.3176
7s,9h,6c,4d,3h,2c,Qs,0.4704,0.0154
4c,Jc,4d,Ah,5s,2c,6s,0.4885,0.4127
2d,7h,3s,Jc,2c,4s,5h,0.3487,0.2175
4c,Jd,Ac,3c,Qc,Qs,Th,0.4647,0.3364
Ts,6h,6s,8s,4s,2d,5h,0.4677,0.4284
Ad,Ts,9h,Qd,As,6s,Jh,0.6361,0.8729
Kc,3c,Jd,Qh,5h,4c,7s,0.5435,0.2031
As,Qs,2h,Jh,4h,7d,6d,0.662,0.3205
4h,7h,7s,2c,Kc,Qh,2s,0.4157,0.6131
5c,Qc,Qh,Ks,8s,8h,Ad,0.5237,0.6204
Jh,7s,9c,Ac,Ad,4d,4h,0.4934,0.3742
4d,3h,Jc,9h,7s,6h,6s,0.3538,0.0381
Qs,3s,Jc,5s,7c,Qc,Ah,0.5076,0.7031
5h,7s,6h,Js,9h,9s,7c,0.4046,0.6744
2c,Kd,Kh,2h,6c,Jc,Ac,0.5076,0.8885
4c,9s,Qh,4d,Tc,4h,7d,0.4082,0.9597
Qh,Kd,Qs,8c,8s,Ah,Ks,0.6107,0.7329
5h,9d,Ac,Qc,6s,6h,3d,0.4284,0.1701
Kd,3h,4s,Qs,Tc,Jh,8s,0.5131,0.1568
6h,Qc,Th,4c,8d,9c,3c,0.5023,0.1409
As,Jh,9h,Kd,8c,Ah,2h,0.6363,0.863
4d,Ts,9d,8c,2c,8d,Qh,0.4319,0.1689
8h,4h,9d,7h,Ac,6h,9s,0.4246,0.0984
9d,6h,Ks,5h,8d,4h,2d,0.4475,0.0341
9d,5h,8h,2s,7c,6c,3h,0.4196,0.9835
Ad,Ac,4h,Ah,Ks,Qd,7s,0.8531,0.9862
6h,8d,4h,Jh,Qh,4d,Qd,0.4381,0.1907
Th,6h,8d,8h,Kd,2s,8s,0.4904,0.2579
Ah,3s,Jh,Jd,Ad,As,6c,0.5558,0.9745
7d,Kh,4h,7h,9s,2h,2c,0.5433,0.7058
Qd,7h,4s,Tc,3c,6c,Jc,0.5282,0.0785
7h,4h,4s,5h,Js,Ts,5s,0.4215,0.3304
9s,5c,Qd,8c,9c,Jc,8h,0.4173,0.4545
9s,2d,Qc,5h,3s,Jh,Ah,0.387,0.1321
2s,9h,Kh,8s,Qh,Qs,5d,0.3889,0.1748
7s,Js,Qd,4c,Ad,2s,7h,0.5154,0.6691
3d,Tc,5h,6d,9c,Kh,5c,0.4253,0.155
2s,9s,5d,As,2c,3d,Qd,0.4233,0.3177
Tc,6s,8c,Jd,6c,5s,Ts,0.463,0.9036
4h,5d,8c,7s,2d,5h,Qc,0.3844,0.5129
8h,8s,8c,3c,Ts,5s,4h,0.6922,0.9464
Qh,6c,4c,2d,3s,Ks,Qc,0.5054,0.7279
6d,Qh,9s,6h,4c,2c,Td,0.5142,0.6338
3s,5h,9d,2d,9c,3d,8d,0.3627,0.3978
6c,Td,7c,7s,5h,Qs,6h,0.455,0.659
5h,Kc,7d,Ad,2h,4s,6d,0.5399,0.284
4h,4c,Tc,2c,As,Js,3s,0.5672,0.5219
Qs,9d,Ts,9c,Kh,4c,8c,0.541,0.6212
8c,7c,Ad,9s,5d,Ah,6c,0.4782,0.9681
Kc,8d,3s,Jd,7h,9h,5h,0.5651,0.214
5d,7d,7c,9d,4h,Ah,Tc,0.4405,0.5251
2d,4s,3c,3s,5d,5h,4h,0.3348,0.6571
6c,Qh,Ts,9s,2d,4c,Js,0.5124,0.151
8s,9d,Qs,4c,Qd,5h,6d,0.4805,0.0802
7d,Ts,4d,7c,Td,Qc,2s,0.483,0.9549
5s,4s,6h,Qd,Ah,2c,5c,0.4194,0.5234
8d,3c,4h,8s,Tc,6d,Ks,0.3734,0.6148
Th,6s,9c,Td,4c,Js,7d,0.4578,0.5837
Ts,5h,6h,Th,7s,Qs,Qc,0.4427,0.8051
6d,9h,3c,Ac,9s,6s,2s,0.4476,0.8941
7d,2h,Tc,9s,9d,Ac,Qd,0.3461,0.1442
8d,Tc,8s,Qd,Jh,Kd,5c,0.5014,0.5564
8c,6d,7d,6h,Jc,9d,6c,0.4294,0.9305
4c,2s,Qc,2d,7c,9d,4s,0.3341,0.9267
2h,6h,4h,Qd,5s,4c,Qh,0.3732,0.0306
8c,7c,5s,3d,Ts,8d,Kh,0.476,0.6579
Ts,8s,Jc,6c,Qc,3h,8d,0.5197,0.6304
Kh,Ad,6c,Kc,7c,Jd,5c,0.6579,0.5317
Tc,5h,4h,3d,8c,6d,Qh,0.4433,0.0752
2c,5c,6h,9h,8c,5s,Qh,0.3746,0.3058
9s,7s,9c,2s,Qc,Th,7h,0.4953,0.8841
Qd,6s,3s,As,4s,4c,Js,0.5065,0.722
7c,8s,8d,Ah,Td,5s,Ts,0.4451,0.7195
Kd,5d,Ks,8h,4d,4s,6h,0.5631,0.8223
Ts,5h,Kc,4d,3s,8d,Tc,0.4464,0.7387
8d,Js,2h,6h,9h,4h,7c,0.5109,0.0358
Jd,Ah,3s,Qs,9d,5s,4s,0.6349,0.1855
2d,6c,Js,Td,Ts,6h,5c,0.3397,0.6998
7h,Jh,Qs,5c,8s,9h,8c,0.5169,0.2459
3h,6d,Js,Ah,Tc,7s,Ac,0.3618,0.0662
2h,8d,Qc,Jd,Th,Jc,Tc,0.3727,0.1983
6s,7c,7s,Qd,Jc,8h,3h,0.4227,0.5393
2h,6c,5c,7s,7d,5h,Ks,0.3406,0.2714
Kc,Ad,Kd,8d,6s,5c,6d,0.6561,0.8234
Jc,Tc,7c,Ks,9h,Kh,Th,0.5756,0.7852
4c,6d,6h,3s,7c,Ac,4d,0.3832,0.7591
4h,Kd,5c,Qs,5s,Jh,9s,0.521,0.308
2h,5d,2d,9c,8d,3c,Tc,0.3507,0.3584
Jc,7s,5d,4c,4h,5s,Qd,0.4944,0.2069
As,2d,8d,Jc,2h,Qh,4h,0.5471,0.4466
2d,6h,Jd,Jh,Tc,Qc,3s,0.3414,0.0562
6d,Ah,Jd,9d,7h,2h,Qh,0.577,0.2859
2s,Kc,8d,7d,Qh,2h,7h,0.5046,0.5625
9h,Ad,Jh,2d,Th,4d,Ks,0.6107,0.371
5h,Qh,2c,Ts,8s,6c,Ah,0.5236,0.2172
4h,8d,5h,6h,Kh,As,4s,0.3914,0.3995
Kc,Jd,9s,9h,7h,2s,3s,0.5943,0.3585
2d,4s,Tc,As,3c,7c,6h,0.3307,0.0046
Ah,4d,Tc,9s,7c,2s,Td,0.5641,0.4232
5c,Ac,6h,Qs,8h,6d,7h,0.5984,0.377
9d,2d,Qh,8s,Kd,7h,3c,0.4241,0.1101
3d,Td,Js,4h,7h,Kh,8c,0.4499,0.1431
9s,Qc,5d,4c,4d,Th,8h,0.5486,0.2579
3d,2s,4s,Qs,Kc,7s,Tc,0.3196,0.0048
Ad,7c,Jd,Jc,7h,Td,Jh,0.5855,0.7597
Qd,4h,Kc,Ad,Ah,8c,Tc,0.4974,0.4263
Qs,5d,4c,7c,Ac,Ks,Kh,0.5019,0.4155
5d,8c,Jc,7d,Qs,3s,Kd,0.4127,0.1046
Qs,Ah,Tc,7s,Qc,8d,Js,0.6502,0.7056
8c,9h,Js,Kc,2s,9s,9d,0.4796,0.8982
6h,7s,2d,2c,5d,3s,Ts,0.4226,0.0173
9c,7h,4s,Jc,Kd,8c,4d,0.4607,0.1736
3c,Jc,9h,Js,8h,8s,Kc,0.4827,0.6954
2d,Ks,6d,8c,8h,2c,7s,0.5051,0.5501
2c,2s,4c,8s,9d,9c,Qc,0.5083,0.4732
5d,Ad,2c,Jc,9c,8h,2s,0.6062,0.3911
9s,9d,As,Qs,9h,Th,4h,0.7231,0.9131
3d,5s,7h,5c,Qc,Qh,Kh,0.3566,0.553
Kh,5s,4h,5h,Kd,8d,Ks,0.5397,0.995
7c,9c,Qh,3d,Qd,2d,8s,0.4962,0.1147
Th,Js,5h,9c,8s,7d,8h,0.5554,0.9696
4h,5c,2s,6s,Ad,As,Ah,0.391,0.0204
4d,8h,Ad,2s,5h,3c,Ac,0.4003,0.9046
Jc,4s,Tc,4c,Ac,Js,Kd,0.4565,0.7218
9c,Ac,5c,Ad,Kd,2d,7c,0.6318,0.8207
5d,3s,Jd,4h,2c,9s,6h,0.3635,0.9944
Kd,6c,2c,7d,3h,3s,Kc,0.5455,0.8318
Jc,6s,3s,4c,9c,6h,3h,0.4725,0.6796
Kh,3h,Js,Kd,Th,9c,6s,0.5429,0.6874
Td,3c,4c,6d,4s,7s,4h,0.4298,0.1373
3s,Ac,3d,5c,Qd,2c,7d,0.5642,0.5161
2d,Jh,5c,3c,7s,4s,Jd,0.4467,0.6583
5h,Jc,Ts,Jh,7d,4s,Qc,0.4732,0.7056
Tc,8h,8s,9c,9s,As,5c,0.5016,0.6633
8s,2s,7d,Kd,9s,7c,8d,0.4052,0.5228
Ac,8d,2s,Ah,5h,5s,Kc,0.6049,0.8425
6c,4c,Kd,Jc,3s,5c,Td,0.409,0.0202
4c,5s,Qh,9s,Js,Jc,Qs,0.3842,0.1976
6s,2d,Jd,3c,4s,4h,Qs,0.3471,0.0231
Qs,5d,5s,4s,6s,3d,9s,0.5039,0.9102
6d,4s,2d,As,3h,5c,Ts,0.375,0.9956
4c,6c,3c,6s,Tc,Th,Qc,0.4194,0.9489
4s,Ah,9h,Jd,9s,Th,Ts,0.5625,0.5896
5d,9c,8s,Ac,2c,2h,9d,0.4175,0.7171
3d,6d,4c,Th,As,Qh,6h,0.4021,0.5057
7c,Jc,Jd,6d,3d,Qc,6s,0.5223,0.6896
7c,Qs,As,5d,Ah,Qd,Tc,0.5251,0.8306
Ah,2h,2d,Kd,8c,2s,Jd,0.5718,0.9337
4c,6c,7c,3d,Jh,Ks,Qh,0.4185,0.0587
8h,Jc,Ts,7s,3h,4c,5c,0.5189,0.0588
2h,9h,7c,3d,4h,2c,6d,0.422,0.3236
Th,Qs,6h,Kc,Jd,6s,Jc,0.569,0.2691
7s,5c,Jd,8d,6c,Kh,Qd,0.4063,0.0998
7s,2d,4s,4c,Qd,Qc,2h,0.3535,0.1014
7c,3c,2c,3d,Qc,9s,Td,0.3979,0.5118
4c,Qs,8h,5h,Td,Js,3s,0.4886,0.1403
Kh,Ad,4c,8d,Tc,Ac,6s,0.655,0.8221
6d,5s,8h,6h,As,Jd,8d,0.405,0.6031
7d,Qh,4h,6s,9h,Kd,Td,0.5219,0.251
3d,3s,8s,6s,Qs,7c,Tc,0.5362,0.2653
Kc,8h,9c,6d,5d,3h,2h,0.5573,0.1558
8h,Jh,6c,Jd,6d,2d,3c,0.5377,0.7816
Kc,5c,Jd,5s,7h,3h,Ks,0.5516,0.9609
4d,5d,4c,2h,8s,9s,8d,0.4125,0.6816
Th,2s,6s,8c,3c,5s,Tc,0.4176,0.7397
Ac,4c,Jd,Th,2s,5c,4d,0.5879,0.5557
Qh,7c,4s,Kc,4h,Th,Td,0.5238,0.2731
Qs,Th,Js,Ts,4s,Kd,2s,0.5671,0.9071
9d,Qd,9h,Kh,Td,Ts,6h,0.5742,0.6661
7c,3h,Ac,Ah,6c,Td,4c,0.3697,0.0539
Qd,7c,4h,9d,3h,3c,6c,0.5127,0.2138
4d,Th,2s,Ac,7d,Qc,9c,0.4349,0.16
4h,8d,Ts,4c,5d,2h,6h,0.3886,0.3906
6c,9h,Th,7c,Ad,8s,5c,0.4468,0.9823
3h,3d,Th,6h,4h,2s,9d,0.5366,0.4391
Ac,As,2h,Qd,4h,8d,7s,0.8531,0.88
3d,Qc,8h,Th,Tc,2h,4s,0.4837,0.2114
5d,2c,3c,6s,Ad,Qd,Kc,0.3463,0.0227
9h,Qc,7h,7c,3c,Kc,Kh,0.5525,0.5615
Th,Td,4s,4h,3s,Ah,7c,0.7498,0.7311
Ks,4c,3d,2d,Ac,Qh,Kh,0.5249,0.7184
3h,3c,8c,7d,Ad,4s,8d,0.5406,0.4687
Kh,Jc,Th,Jh,6h,2c,Qh,0.6049,0.9582
Js,Ah,8h,Th,6h,7h,6c,0.6295,0.9268
9h,9s,7h,7s,2d,2c,3s,0.7201,0.7879
2s,Td,7s,7c,8s,2c,8c,0.4117,0.2477
Jh,2h,Kh,Kc,3s,6h,Ad,0.4783,0.3311
Ac,4c,Ah,Tc,8c,8s,6d,0.5895,0.8324
As,3c,4s,Ac,Qh,6c,8s,0.5618,0.8455
Qd,6s,6h,9h,9d,5d,Kd,0.5097,0.6667
Ad,6h,Td,3d,Qd,7c,Ah,0.5867,0.8139
2c,4d,Ts,7s,Qd,Th,Jc,0.3316,0.0627
Ts,7d,Ks,7h,8s,6h,4c,0.4873,0.5077
Kh,Ts,7d,8c,7h,6h,Ks,0.5895,0.8255
7c,Td,Qs,8h,Qd,Kh,2s,0.4911,0.2559
4h,9c,8c,Ts,6d,Js,Qs,0.4142,0.8764
6s,9s,Qd,Kh,Kc,Td,5d,0.4773,0.243
6s,6c,9s,8s,Jc,8h,Ad,0.6305,0.5032
As,7c,3d,2s,Kc,9s,8c,0.5892,0.3539
Qh,8c,Jd,4h,Kd,2s,3h,0.5415,0.2485
6s,Tc,Kh,6h,Qd,2s,Ac,0.469,0.5554
Qc,2d,6s,4d,5d,4c,Tc,0.4729,0.1839
Th,Qs,9s,4d,Kh,3h,4s,0.5683,0.3805
3c,Tc,3h,2h,3d,Kc,Qd,0.4462,0.9605
6d,As,Qc,3h,Js,9h,Ac,0.576,0.8373
Ts,9c,6h,7h,2c,5h,7s,0.5132,0.0748
2h,9c,2c,Kh,8c,Ac,Kd,0.3853,0.5614
5s,2h,8c,2d,Jc,Jd,Kc,0.3337,0.5383
Jc,3d,8d,6s,8s,3c,Tc,0.4552,0.5861
2s,3h,5h,4c,4h,8c,Qd,0.3276,0.005
6h,Qs,5c,5h,6c,4s,3h,0.5085,0.535
Jc,8h,2c,3h,Tc,2s,Jd,0.5121,0.8292
9h,Jd,4d,5d,6s,7s,Ts,0.5418,0.0266
5c,Kc,5h,8c,8d,2h,9s,0.5591,0.7196
6d,6s,4c,Th,7d,5c,Qc,0.6362,0.5426
Kh,4s,Kc,8c,8h,Ts,5c,0.5312,0.7958
Ad,As,Js,2d,Ks,3c,Kd,0.8521,0.9042
Qc,Qs,2d,4h,5h,As,8s,0.8005,0.6204
Ah,5s,9h,7d,Kd,Jh,3s,0.5726,0.3056
Kc,5d,6d,Qs,3s,7c,As,0.5292,0.2945
6h,Js,5d,4c,4h,Ad,Ks,0.4744,0.3357
Kh,3h,Ah,Th,7h,Qc,8h,0.5414,0.9982
2s,6d,2h,7c,7d,Ks,6s,0.3394,0.7138
Ac,4d,Qd,5s,Jh,Ks,3d,0.5741,0.301
8d,6s,Qh,8h,5h,Kd,Tc,0.4365,0.5079
Jd,Ts,3c,Kh,9d,8h,3d,0.559,0.2938
Ad,Th,Kd,6d,Kc,6h,2h,0.6303,0.7334
Jd,Qc,Qd,3d,2c,5d,3s,0.584,0.8063
3d,Ac,7c,Tc,9c,8s,9h,0.5608,0.2249
2d,Th,Tc,4h,2s,Qh,8d,0.4118,0.9276
6s,Jc,Ah,Th,6d,3s,Jd,0.4758,0.9344
9s,Ts,2d,6h,Kd,3h,7d,0.5414,0.0983
Jc,Ac,9c,4h,5c,3h,6s,0.6555,0.1847
4s,Ah,5h,Qc,Jh,Ad,Qh,0.5658,0.8096
8d,2h,8s,6h,6c,4s,Ks,0.3625,0.6627
Qh,7h,6c,Ks,5c,Td,As,0.5383,0.3553
Kh,2h,7d,2s,Ad,6d,5h,0.5315,0.404
3h,2s,Qd,9s,As,3s,2c,0.3206,0.8677
Qs,Ac,7d,Kc,6c,4s,5s,0.6364,0.195
Td,4h,6h,Ts,Qd,Jd,6c,0.4365,0.5712
Ks,Qd,7h,3c,9s,As,5c,0.6163,0.3449
4h,2c,9c,Jc,6d,8s,Ah,0.3342,0.0363
3d,9d,8s,Jc,6d,Qc,6h,0.4281,0.1665
Tc,8c,2s,6d,Qc,6h,3h,0.5254,0.1714
Th,3s,6h,2c,Ah,Jd,Qh,0.4309,0.2308
5c,4s,7s,5h,Ac,3c,7c,0.3698,0.6437
Jh,Th,8d,3d,5c,7s,9c,0.5778,0.9951
3d,Qs,Kc,Ks,Js,Jd,5d,0.4839,0.6123
8c,6s,6c,Qd,9c,Td,7c,0.4229,0.8744
Qh,9h,4s,Qd,8h,3h,8c,0.5814,0.8651
4c,7h,8h,3s,7c,Qs,3c,0.3905,0.6059
7s,9d,Qs,Qh,7h,Tc,Kh,0.4575,0.5457
9s,Tc,Th,8c,Ac,Ts,4c,0.5203,0.9311
2d,7c,Jh,4c,4s,Qd,Ts,0.3528,0.1346
5c,Qd,2c,9s,4d,2s,9h,0.5035,0.3583
Jd,Js,Jh,4c,2h,5d,9s,0.7661,0.9665
Th,8d,Js,Qh,2s,Jh,8s,0.5038,0.6669
8s,2d,9d,6d,9c,5c,Kd,0.3712,0.0935
Qd,3c,Th,Kh,9s,7s,Qs,0.4847,0.5733
Kc,3h,8h,3s,Js,7d,4h,0.5121,0.4517
Tc,Qc,7d,Ac,9c,Td,4h,0.588,0.7532
Ah,Jc,2c,Qd,2d,4c,5s,0.6391,0.4759
6s,3s,Js,5d,Ts,8h,9d,0.3941,0.0541
6c,Kd,7d,2d,9d,6d,Ah,0.5447,0.9535
As,5d,Th,2c,6s,Kc,2d,0.5767,0.452
Ts,2c,7s,7c,Js,2h,3s,0.4135,0.5448
6d,5d,8d,Kc,Tc,Jh,8s,0.4368,0.1401
Kh,2h,8s,Kc,8c,5h,9s,0.5332,0.8208
Kc,2h,5d,6h,5h,7s,8d,0.5057,0.1545
Qd,Qc,9d,Ts,5s,8c,6s,0.8062,0.6747
Ad,9c,9d,Qc,Th,2s,2h,0.606,0.617
Jc,Js,Ts,Td,5h,8s,4h,0.7707,0.8636
2s,3s,Jh,4c,7d,As,Ks,0.3544,0.0045
7d,5s,Ac,3d,Tc,9d,7h,0.4048,0.5279
3s,Ah,2h,3d,8s,Td,2d,0.5661,0.5771
6c,Qd,3s,4d,9c,Kd,8c,0.5165,0.2488
2h,2c,4d,5s,8s,9h,Ac,0.5073,0.3805
Js,5h,4h,9c,Qs,9s,Ac,0.4704,0.3515
Js,3h,Kc,Ad,Jh,3d,As,0.4536,0.7314
Ks,3d,6d,Ac,4d,Ah,4c,0.5179,0.615
6c,4d,Ks,8c,Jc,Js,3s,0.376,0.0548
7s,5s,9s,Qd,Qs,Jd,7d,0.4399,0.5377
3h,Jc,Qc,As,9c,Kc,4c,0.4509,0.957
Jc,9d,9s,4h,7s,Qh,6c,0.5281,0.73
9c,4d,3s,6s,Ks,Kd,6h,0.3986,0.2366
Qd,7d,Tc,6h,Qh,3h,8h,0.5387,0.5107
8s,9c,7s,Kh,4h,6s,2c,0.4941,0.0439
Ah,4s,4c,8h,As,Qh,Ts,0.5725,0.9365
7c,8d,4h,4s,Kd,Qh,2d,0.4528,0.1066
Ac,Qs,8d,Kc,Qd,Qc,Ah,0.646,0.9952
As,8d,7s,4s,4c,5c,Th,0.5983,0.4343
2h,5h,Ts,4s,9h,6d,Th,0.382,0.0248
4s,9d,Kd,2c,4h,Ts,3s,0.401,0.6249
4s,5c,8h,Kd,8d,Ts,Qd,0.3767,0.1346
9h,Qh,Tc,Jd,4c,Ac,5s,0.5723,0.242
8s,Ac,2h,4h,Jh,5c,7h,0.588,0.1631
Qd,Jc,6h,Qh,5h,3d,Kc,0.5829,0.7289
Qd,9s,2c,Qs,Ts,Th,8c,0.5532,0.8535
6h,2h,Jh,4c,Td,2c,3h,0.3725,0.4078
8s,3c,Kh,4d,5s,Td,Ts,0.3755,0.0984
4c,4h,Ks,7s,6h,Jc,Js,0.5728,0.4928
Js,Qs,2s,7h,6d,As,9c,0.5997,0.2542
6h,Ad,8s,9s,Ac,Qc,9d,0.5746,0.8404
2h,2s,3d,7c,Qh,5c,7d,0.5058,0.502
7c,Ks,As,8s,9h,4d,Th,0.5504,0.307
7c,As,6d,Jd,Td,9d,8c,0.5881,0.5001
3s,4s,Jh,7c,Ts,Qs,As,0.3737,0.9726
Tc,4h,Kd,Kh,7h,5h,4s,0.44,0.534
Jc,6d,9d,Ts,Tc,6h,Js,0.4777,0.7859
7c,4d,3d,Qh,5h,Qc,Js,0.3856,0.0524
Qc,4s,Ah,Kd,6d,Qd,As,0.4959,0.6915
As,Ah,5d,7h,3d,7c,Kc,0.8538,0.8873
4d,8c,2h,Th,3d,6c,9d,0.3906,0.0333
9c,3h,4s,7d,Ks,As,2h,0.3926,0.0691
7s,9h,Qs,7h,3c,Tc,2h,0.4663,0.6654
6c,4c,7d,3c,As,Js,6d,0.4123,0.5276
2c,Jc,4d,7d,Tc,7c,Ad,0.4792,0.2366
Js,Qs,Ac,Ad,7d,9c,8d,0.6071,0.3185
9h,2h,5s,8d,Ks,Kh,2c,0.4286,0.5789
3c,Jh,4s,Qs,Ac,Ks,4h,0.4565,0.2348
